2024/04/15 14:02:16 ID: 241, Data: 9C4F9E02F7FF9002, Celsius: 79, A: +6.70, rev/s: -0.025,  rev: +1.822
2024/04/15 14:02:36 ID: 241, Data: 9C634AFD0800CB01, Celsius: 99, A: -6.94, rev/s: +0.022,  rev: +1.275
2024/04/15 14:02:36 ID: 241, Data: 9C634AFDF4FFCB01, Celsius: 99, A: -6.94, rev/s: -0.033,  rev: +1.275
2024/04/15 14:02:36 ID: 241, Data: 9C634AFDFAFFCB01, Celsius: 99, A: -6.94, rev/s: -0.017,  rev: +1.275
2024/04/15 14:02:36 ID: 241, Data: 9C624AFDEAFFCB01, Celsius: 98, A: -6.94, rev/s: -0.061,  rev: +1.275
2024/04/15 14:02:36 ID: 241, Data: 9C624AFDEEFFCB01, Celsius: 98, A: -6.94, rev/s: -0.050,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C634AFDEFFFCB01, Celsius: 99, A: -6.94, rev/s: -0.047,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C624AFDF8FFCB01, Celsius: 98, A: -6.94, rev/s: -0.022,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C624AFDFFFFCB01, Celsius: 98, A: -6.94, rev/s: -0.003,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C624AFD1500CB01, Celsius: 98, A: -6.94, rev/s: +0.058,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C624AFDFDFFCB01, Celsius: 98, A: -6.94, rev/s: -0.008,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C624AFD0C00CB01, Celsius: 98, A: -6.94, rev/s: +0.033,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C634AFD0900CB01, Celsius: 99, A: -6.94, rev/s: +0.025,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C634AFDF3FFCB01, Celsius: 99, A: -6.94, rev/s: -0.036,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C624AFD0100CB01, Celsius: 98, A: -6.94, rev/s: +0.003,  rev: +1.275
2024/04/15 14:02:37 ID: 241, Data: 9C614AFDF5FFCB01, Celsius: 97, A: -6.94, rev/s: -0.031,  rev: +1.275
2024/04/15 14:02:38 ID: 241, Data: 9C624AFD0000CC01, Celsius: 98, A: -6.94, rev/s: +0.000,  rev: +1.278
2024/04/15 14:02:38 ID: 241, Data: 9C624AFD2700CC01, Celsius: 98, A: -6.94, rev/s: +0.108,  rev: +1.278
2024/04/15 14:02:38 ID: 241, Data: 9C624AFD0C00CC01, Celsius: 98, A: -6.94, rev/s: +0.033,  rev: +1.278
2024/04/15 14:02:38 ID: 241, Data: 9C614AFD0800CB01, Celsius: 97, A: -6.94, rev/s: +0.022,  rev: +1.275
2024/04/15 14:02:38 ID: 241, Data: 9C614AFD0600CC01, Celsius: 97, A: -6.94, rev/s: +0.017,  rev: +1.278
2024/04/15 14:02:38 ID: 241, Data: 9C604AFDE9FFCC01, Celsius: 96, A: -6.94, rev/s: -0.064,  rev: +1.278
2024/04/15 14:02:38 ID: 241, Data: 9C614AFD1300CC01, Celsius: 97, A: -6.94, rev/s: +0.053,  rev: +1.278
2024/04/15 14:02:38 ID: 241, Data: 9C614AFDFBFFCC01, Celsius: 97, A: -6.94, rev/s: -0.014,  rev: +1.278
2024/04/15 14:02:38 ID: 241, Data: 9C624AFD0B00CC01, Celsius: 98, A: -6.94, rev/s: +0.031,  rev: +1.278
2024/04/15 14:02:38 ID: 241, Data: 9C614AFD0B00CC01, Celsius: 97, A: -6.94, rev/s: +0.031,  rev: +1.278
2024/04/15 14:02:39 ID: 241, Data: 9C604AFDFCFFCC01, Celsius: 96, A: -6.94, rev/s: -0.011,  rev: +1.278
2024/04/15 14:02:39 ID: 241, Data: 9C604AFDF9FFCC01, Celsius: 96, A: -6.94, rev/s: -0.019,  rev: +1.278
2024/04/15 14:02:39 ID: 241, Data: 9C614AFD1600CC01, Celsius: 97, A: -6.94, rev/s: +0.061,  rev: +1.278
2024/04/15 14:02:39 ID: 241, Data: 9C604AFDF6FFCC01, Celsius: 96, A: -6.94, rev/s: -0.028,  rev: +1.278
2024/04/15 14:02:39 ID: 241, Data: 9C604AFD0A00CC01, Celsius: 96, A: -6.94, rev/s: +0.028,  rev: +1.278
2024/04/15 14:02:39 ID: 241, Data: 9C604AFDFAFFCC01, Celsius: 96, A: -6.94, rev/s: -0.017,  rev: +1.278
2024/04/15 14:02:39 ID: 241, Data: 9C604AFD0600CC01, Celsius: 96, A: -6.94, rev/s: +0.017,  rev: +1.278
2024/04/15 14:02:39 ID: 241, Data: 9C604AFDE9FFCC01, Celsius: 96, A: -6.94, rev/s: -0.064,  rev: +1.278
2024/04/15 14:02:39 ID: 241, Data: 9C604AFD1200CC01, Celsius: 96, A: -6.94, rev/s: +0.050,  rev: +1.278
2024/04/15 14:02:40 ID: 241, Data: 9C604AFD0A00CC01, Celsius: 96, A: -6.94, rev/s: +0.028,  rev: +1.278
2024/04/15 14:02:40 ID: 241, Data: 9C604AFD0200CC01, Celsius: 96, A: -6.94, rev/s: +0.006,  rev: +1.278
2024/04/15 14:02:40 ID: 241, Data: 9C604AFDEEFFCC01, Celsius: 96, A: -6.94, rev/s: -0.050,  rev: +1.278
2024/04/15 14:02:40 ID: 241, Data: 9C5F4AFDF2FFCC01, Celsius: 95, A: -6.94, rev/s: -0.039,  rev: +1.278
2024/04/15 14:02:40 ID: 241, Data: 9C5F4AFDFEFFCC01, Celsius: 95, A: -6.94, rev/s: -0.006,  rev: +1.278
2024/04/15 14:02:40 ID: 241, Data: 9C5F4AFDFAFFCC01, Celsius: 95, A: -6.94, rev/s: -0.017,  rev: +1.278
2024/04/15 14:02:40 ID: 241, Data: 9C5F4AFD0000CC01, Celsius: 95, A: -6.94, rev/s: +0.000,  rev: +1.278
2024/04/15 14:02:40 ID: 241, Data: 9C5F4AFD1800CD01, Celsius: 95, A: -6.94, rev/s: +0.067,  rev: +1.281
2024/04/15 14:02:40 ID: 241, Data: 9C5F4AFD3900D501, Celsius: 95, A: -6.94, rev/s: +0.158,  rev: +1.303
2024/04/15 14:02:40 ID: 241, Data: 9C5F4AFD1C00D501, Celsius: 95, A: -6.94, rev/s: +0.078,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5F4AFD1200D501, Celsius: 95, A: -6.94, rev/s: +0.050,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5F4AFDFBFFD501, Celsius: 95, A: -6.94, rev/s: -0.014,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5E4AFDF6FFD501, Celsius: 94, A: -6.94, rev/s: -0.028,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5E4AFD0400D501, Celsius: 94, A: -6.94, rev/s: +0.011,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5E4AFDFCFFD501, Celsius: 94, A: -6.94, rev/s: -0.011,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5E4AFDF7FFD501, Celsius: 94, A: -6.94, rev/s: -0.025,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5E4AFDEEFFD501, Celsius: 94, A: -6.94, rev/s: -0.050,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5E4AFD0900D501, Celsius: 94, A: -6.94, rev/s: +0.025,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5E4AFDF8FFD501, Celsius: 94, A: -6.94, rev/s: -0.022,  rev: +1.303
2024/04/15 14:02:41 ID: 241, Data: 9C5E4AFD0600D501, Celsius: 94, A: -6.94, rev/s: +0.017,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5E4AFD1500D501, Celsius: 94, A: -6.94, rev/s: +0.058,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5E4AFDFCFFD501, Celsius: 94, A: -6.94, rev/s: -0.011,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5E4AFD0200D501, Celsius: 94, A: -6.94, rev/s: +0.006,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5E4AFD1000D501, Celsius: 94, A: -6.94, rev/s: +0.044,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5E4AFD0800D501, Celsius: 94, A: -6.94, rev/s: +0.022,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5E4AFDF1FFD501, Celsius: 94, A: -6.94, rev/s: -0.042,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5D4AFD0100D501, Celsius: 93, A: -6.94, rev/s: +0.003,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5D4AFDFDFFD501, Celsius: 93, A: -6.94, rev/s: -0.008,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5E4AFD0B00D501, Celsius: 94, A: -6.94, rev/s: +0.031,  rev: +1.303
2024/04/15 14:02:42 ID: 241, Data: 9C5D4AFD0B00D501, Celsius: 93, A: -6.94, rev/s: +0.031,  rev: +1.303
2024/04/15 14:02:43 ID: 241, Data: 9C5D4AFD0100D601, Celsius: 93, A: -6.94, rev/s: +0.003,  rev: +1.306
2024/04/15 14:02:43 ID: 241, Data: 9C5C4AFD0500D601, Celsius: 92, A: -6.94, rev/s: +0.014,  rev: +1.306
2024/04/15 14:02:43 ID: 241, Data: 9C5D4AFDF4FFD601, Celsius: 93, A: -6.94, rev/s: -0.033,  rev: +1.306
2024/04/15 14:02:43 ID: 241, Data: 9C5D4AFD1E00D601, Celsius: 93, A: -6.94, rev/s: +0.083,  rev: +1.306
2024/04/15 14:02:43 ID: 241, Data: 9C5D4AFD1E00D601, Celsius: 93, A: -6.94, rev/s: +0.083,  rev: +1.306
2024/04/15 14:02:43 ID: 241, Data: 9C5C4AFD1300D601, Celsius: 92, A: -6.94, rev/s: +0.053,  rev: +1.306
2024/04/15 14:02:43 ID: 241, Data: 9C5C4AFDFEFFD601, Celsius: 92, A: -6.94, rev/s: -0.006,  rev: +1.306
2024/04/15 14:02:43 ID: 241, Data: 9C5C4AFD0800D601, Celsius: 92, A: -6.94, rev/s: +0.022,  rev: +1.306
2024/04/15 14:02:43 ID: 241, Data: 9C5D4AFD0100D601, Celsius: 93, A: -6.94, rev/s: +0.003,  rev: +1.306
2024/04/15 14:02:43 ID: 241, Data: 9C5D4AFD0E00D601, Celsius: 93, A: -6.94, rev/s: +0.039,  rev: +1.306
2024/04/15 14:02:44 ID: 241, Data: 9C5D4AFD2300D601, Celsius: 93, A: -6.94, rev/s: +0.097,  rev: +1.306
2024/04/15 14:02:44 ID: 241, Data: 9C5C4AFDFBFFD601, Celsius: 92, A: -6.94, rev/s: -0.014,  rev: +1.306
2024/04/15 14:02:44 ID: 241, Data: 9C5C4AFDE5FFD601, Celsius: 92, A: -6.94, rev/s: -0.075,  rev: +1.306
2024/04/15 14:02:44 ID: 241, Data: 9C5C4AFDF1FFD601, Celsius: 92, A: -6.94, rev/s: -0.042,  rev: +1.306
2024/04/15 14:02:44 ID: 241, Data: 9C5C4AFDFBFFD601, Celsius: 92, A: -6.94, rev/s: -0.014,  rev: +1.306
2024/04/15 14:02:44 ID: 241, Data: 9C5C4AFDFFFFD601, Celsius: 92, A: -6.94, rev/s: -0.003,  rev: +1.306
2024/04/15 14:02:44 ID: 241, Data: 9C5C4AFD0F00D601, Celsius: 92, A: -6.94, rev/s: +0.042,  rev: +1.306
2024/04/15 14:02:44 ID: 241, Data: 9C5C4AFDEAFFD601, Celsius: 92, A: -6.94, rev/s: -0.061,  rev: +1.306
2024/04/15 14:02:44 ID: 241, Data: 9C5C4AFDF3FFD601, Celsius: 92, A: -6.94, rev/s: -0.036,  rev: +1.306
2024/04/15 14:02:45 ID: 241, Data: 9C5C4AFD0000D601, Celsius: 92, A: -6.94, rev/s: +0.000,  rev: +1.306
2024/04/15 14:02:45 ID: 241, Data: 9C5B4AFDFBFFD601, Celsius: 91, A: -6.94, rev/s: -0.014,  rev: +1.306
2024/04/15 14:02:45 ID: 241, Data: 9C5C4AFD1400D601, Celsius: 92, A: -6.94, rev/s: +0.056,  rev: +1.306
2024/04/15 14:02:45 ID: 241, Data: 9C5B4AFDEDFFD601, Celsius: 91, A: -6.94, rev/s: -0.053,  rev: +1.306
2024/04/15 14:02:45 ID: 241, Data: 9C5B4AFD0500D601, Celsius: 91, A: -6.94, rev/s: +0.014,  rev: +1.306
2024/04/15 14:02:45 ID: 241, Data: 9C5A4AFD1400D601, Celsius: 90, A: -6.94, rev/s: +0.056,  rev: +1.306
2024/04/15 14:02:45 ID: 241, Data: 9C5B4AFD0100D601, Celsius: 91, A: -6.94, rev/s: +0.003,  rev: +1.306
2024/04/15 14:02:45 ID: 241, Data: 9C5B4AFD0800D601, Celsius: 91, A: -6.94, rev/s: +0.022,  rev: +1.306
2024/04/15 14:02:45 ID: 241, Data: 9C5B4AFD3E00D701, Celsius: 91, A: -6.94, rev/s: +0.172,  rev: +1.308
2024/04/15 14:02:45 ID: 241, Data: 9C5B4AFD0C041302, Celsius: 91, A: -6.94, rev/s: +2.878,  rev: +1.475
2024/04/15 14:02:46 ID: 241, Data: 9C5B4AFD1B049B02, Celsius: 91, A: -6.94, rev/s: +2.919,  rev: +1.853
2024/04/15 14:02:46 ID: 241, Data: 9C5B4AFD80020903, Celsius: 91, A: -6.94, rev/s: +1.778,  rev: +2.158
2024/04/15 14:02:46 ID: 241, Data: 9C5B4AFDF5003403, Celsius: 91, A: -6.94, rev/s: +0.681,  rev: +2.278
2024/04/15 14:02:46 ID: 241, Data: 9C5B4AFDF6FF3603, Celsius: 91, A: -6.94, rev/s: -0.028,  rev: +2.283
2024/04/15 14:02:46 ID: 241, Data: 9C5A4AFDFFFF3603, Celsius: 90, A: -6.94, rev/s: -0.003,  rev: +2.283
2024/04/15 14:02:46 ID: 241, Data: 9C5B4AFD0E003603, Celsius: 91, A: -6.94, rev/s: +0.039,  rev: +2.283
2024/04/15 14:02:46 ID: 241, Data: 9C5A4AFDF3FF3603, Celsius: 90, A: -6.94, rev/s: -0.036,  rev: +2.283
2024/04/15 14:02:46 ID: 241, Data: 9C5B4AFD8B003903, Celsius: 91, A: -6.94, rev/s: +0.386,  rev: +2.292
2024/04/15 14:02:46 ID: 241, Data: 9C5A4AFD8B036D03, Celsius: 90, A: -6.94, rev/s: +2.519,  rev: +2.436
2024/04/15 14:02:46 ID: 241, Data: 9C5A4AFD5104DB03, Celsius: 90, A: -6.94, rev/s: +3.069,  rev: +2.742
2024/04/15 14:02:47 ID: 241, Data: 9C5A4AFDA7021D04, Celsius: 90, A: -6.94, rev/s: +1.886,  rev: +2.925
2024/04/15 14:02:47 ID: 241, Data: 9C5B4AFD0E003604, Celsius: 91, A: -6.94, rev/s: +0.039,  rev: +2.994
2024/04/15 14:02:47 ID: 241, Data: 9C5A4AFDF7FF3604, Celsius: 90, A: -6.94, rev/s: -0.025,  rev: +2.994
2024/04/15 14:02:47 ID: 241, Data: 9C5A4AFDFBFF3604, Celsius: 90, A: -6.94, rev/s: -0.014,  rev: +2.994
2024/04/15 14:02:47 ID: 241, Data: 9C5A4AFD15003604, Celsius: 90, A: -6.94, rev/s: +0.058,  rev: +2.994
2024/04/15 14:02:47 ID: 241, Data: 9C5A4AFD0C003D04, Celsius: 90, A: -6.94, rev/s: +0.033,  rev: +3.014
2024/04/15 14:02:47 ID: 241, Data: 9C5B4AFDFBFF3D04, Celsius: 91, A: -6.94, rev/s: -0.014,  rev: +3.014
2024/04/15 14:02:47 ID: 241, Data: 9C5A4AFD05003D04, Celsius: 90, A: -6.94, rev/s: +0.014,  rev: +3.014
2024/04/15 14:02:47 ID: 241, Data: 9C594AFD1C003D04, Celsius: 89, A: -6.94, rev/s: +0.078,  rev: +3.014
2024/04/15 14:02:47 ID: 241, Data: 9C5A4AFDF3FF3D04, Celsius: 90, A: -6.94, rev/s: -0.036,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C5A4AFDFAFF3D04, Celsius: 90, A: -6.94, rev/s: -0.017,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C594AFDF9FF3D04, Celsius: 89, A: -6.94, rev/s: -0.019,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C594AFD17003D04, Celsius: 89, A: -6.94, rev/s: +0.064,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C594AFDFCFF3D04, Celsius: 89, A: -6.94, rev/s: -0.011,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C594AFDDDFF3D04, Celsius: 89, A: -6.94, rev/s: -0.097,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C594AFD21003D04, Celsius: 89, A: -6.94, rev/s: +0.092,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C594AFD0E003D04, Celsius: 89, A: -6.94, rev/s: +0.039,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C594AFD04003D04, Celsius: 89, A: -6.94, rev/s: +0.011,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C594AFDFEFF3D04, Celsius: 89, A: -6.94, rev/s: -0.006,  rev: +3.014
2024/04/15 14:02:48 ID: 241, Data: 9C594AFDF8FF3D04, Celsius: 89, A: -6.94, rev/s: -0.022,  rev: +3.014
2024/04/15 14:02:49 ID: 241, Data: 9C594AFD0A003D04, Celsius: 89, A: -6.94, rev/s: +0.028,  rev: +3.014
2024/04/15 14:02:49 ID: 241, Data: 9C594AFD1C003D04, Celsius: 89, A: -6.94, rev/s: +0.078,  rev: +3.014
2024/04/15 14:02:49 ID: 241, Data: 9C594AFD10003D04, Celsius: 89, A: -6.94, rev/s: +0.044,  rev: +3.014
2024/04/15 14:02:49 ID: 241, Data: 9C594AFDFDFF3D04, Celsius: 89, A: -6.94, rev/s: -0.008,  rev: +3.014
2024/04/15 14:02:49 ID: 241, Data: 9C594AFDF0FF3D04, Celsius: 89, A: -6.94, rev/s: -0.044,  rev: +3.014
2024/04/15 14:02:49 ID: 241, Data: 9C594AFDF9FF3D04, Celsius: 89, A: -6.94, rev/s: -0.019,  rev: +3.014
2024/04/15 14:02:49 ID: 241, Data: 9C594AFDF0FF3D04, Celsius: 89, A: -6.94, rev/s: -0.044,  rev: +3.014
2024/04/15 14:02:49 ID: 241, Data: 9C584AFD08003D04, Celsius: 88, A: -6.94, rev/s: +0.022,  rev: +3.014
2024/04/15 14:02:49 ID: 241, Data: 9C594AFDF1FF3D04, Celsius: 89, A: -6.94, rev/s: -0.042,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C584AFDF8FF3D04, Celsius: 88, A: -6.94, rev/s: -0.022,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C584AFDF6FF3D04, Celsius: 88, A: -6.94, rev/s: -0.028,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C584AFDFCFF3D04, Celsius: 88, A: -6.94, rev/s: -0.011,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C584AFDFFFF3D04, Celsius: 88, A: -6.94, rev/s: -0.003,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C594AFDF4FF3D04, Celsius: 89, A: -6.94, rev/s: -0.033,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C584AFDFCFF3D04, Celsius: 88, A: -6.94, rev/s: -0.011,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C584AFD13003D04, Celsius: 88, A: -6.94, rev/s: +0.053,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C584AFDEFFF3D04, Celsius: 88, A: -6.94, rev/s: -0.047,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C584AFD0F003D04, Celsius: 88, A: -6.94, rev/s: +0.042,  rev: +3.014
2024/04/15 14:02:50 ID: 241, Data: 9C584AFD04003D04, Celsius: 88, A: -6.94, rev/s: +0.011,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C584AFD04003D04, Celsius: 88, A: -6.94, rev/s: +0.011,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C584AFD17003D04, Celsius: 88, A: -6.94, rev/s: +0.064,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C584AFDF2FF3D04, Celsius: 88, A: -6.94, rev/s: -0.039,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C584AFDFEFF3D04, Celsius: 88, A: -6.94, rev/s: -0.006,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C584AFDFEFF3D04, Celsius: 88, A: -6.94, rev/s: -0.006,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C574AFDE6FF3D04, Celsius: 87, A: -6.94, rev/s: -0.072,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C584AFD1A003D04, Celsius: 88, A: -6.94, rev/s: +0.072,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C584AFDFEFF3D04, Celsius: 88, A: -6.94, rev/s: -0.006,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C574AFD16003D04, Celsius: 87, A: -6.94, rev/s: +0.061,  rev: +3.014
2024/04/15 14:02:51 ID: 241, Data: 9C574AFD10003D04, Celsius: 87, A: -6.94, rev/s: +0.044,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C574AFDFFFF3D04, Celsius: 87, A: -6.94, rev/s: -0.003,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C584AFDE2FF3D04, Celsius: 88, A: -6.94, rev/s: -0.083,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C574AFD03003D04, Celsius: 87, A: -6.94, rev/s: +0.008,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C574AFD14003D04, Celsius: 87, A: -6.94, rev/s: +0.056,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C574AFD08003D04, Celsius: 87, A: -6.94, rev/s: +0.022,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C584AFDE7FF3D04, Celsius: 88, A: -6.94, rev/s: -0.069,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C574AFD05003D04, Celsius: 87, A: -6.94, rev/s: +0.014,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C564AFD13003D04, Celsius: 86, A: -6.94, rev/s: +0.053,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C574AFD07003D04, Celsius: 87, A: -6.94, rev/s: +0.019,  rev: +3.014
2024/04/15 14:02:52 ID: 241, Data: 9C574AFDE2FF3D04, Celsius: 87, A: -6.94, rev/s: -0.083,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFDF6FF3D04, Celsius: 87, A: -6.94, rev/s: -0.028,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFDF7FF3D04, Celsius: 87, A: -6.94, rev/s: -0.025,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFD04003D04, Celsius: 87, A: -6.94, rev/s: +0.011,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFD0F003D04, Celsius: 87, A: -6.94, rev/s: +0.042,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFD00003D04, Celsius: 87, A: -6.94, rev/s: +0.000,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFDF5FF3D04, Celsius: 87, A: -6.94, rev/s: -0.031,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFD06003D04, Celsius: 87, A: -6.94, rev/s: +0.017,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFD11003D04, Celsius: 87, A: -6.94, rev/s: +0.047,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFDE8FF3D04, Celsius: 87, A: -6.94, rev/s: -0.067,  rev: +3.014
2024/04/15 14:02:53 ID: 241, Data: 9C574AFD00003D04, Celsius: 87, A: -6.94, rev/s: +0.000,  rev: +3.014
2024/04/15 14:02:54 ID: 241, Data: 9C574AFDFBFF3D04, Celsius: 87, A: -6.94, rev/s: -0.014,  rev: +3.014
